,P0,P1
87,3.1328125,-4.890625
88,4.4453125,-5.62890625
89,4.453125,-5.6328125
90,3.333984375,-5.0625
91,4.40234375,-5.6171875
92,4.50390625,-5.64453125
93,4.46875,-5.64453125
94,4.43359375,-5.625
95,3.556640625,-5.23046875
96,4.44921875,-5.62890625
97,4.43359375,-5.625
98,4.265625,-5.56640625
99,4.55859375,-5.66796875
100,4.546875,-5.6640625
101,4.4609375,-5.6328125
102,4.46875,-5.640625
103,3.88671875,-5.4296875
104,3.5234375,-5.20703125
105,4.421875,-5.6171875
106,4.3046875,-5.58203125
107,3.650390625,-5.296875
108,2.91015625,-4.66796875
109,4.4296875,-5.625
110,3.423828125,-5.13671875
111,4.21875,-5.55859375
112,-3.43359375,3.115234375
113,3.794921875,-5.3828125
114,3.423828125,-5.13671875
115,3.17578125,-4.9296875
116,4.3203125,-5.5859375
117,4.48828125,-5.64453125
118,4.484375,-5.640625
119,4.48828125,-5.64453125
120,-3.490234375,3.333984375
121,2.98046875,-4.76953125
122,4.3671875,-5.60546875
123,3.23828125,-4.9765625
124,4.421875,-5.625
125,4.07421875,-5.51171875
126,2.986328125,-4.75
127,4.4375,-5.62109375
128,2.982421875,-4.74609375
129,3.912109375,-5.4453125
130,3.322265625,-5.046875
131,3.123046875,-4.87890625
132,4.50390625,-5.64453125
133,4.5078125,-5.65234375
134,3.859375,-5.41796875
135,3.708984375,-5.328125
136,4.37890625,-5.6015625
137,4.2109375,-5.5546875
138,4.27734375,-5.5703125
139,4.5234375,-5.66015625
140,4.28515625,-5.57421875
141,4.5,-5.64453125
142,3.154296875,-4.90625
143,-3.474609375,3.2734375
144,4.48828125,-5.64453125
145,4.53125,-5.66015625
146,4.4296875,-5.62890625
147,4.2890625,-5.578125
148,4.49609375,-5.6484375
149,4.51953125,-5.65625
150,3.201171875,-4.94921875
151,3.986328125,-5.484375
152,4.421875,-5.6171875
153,4.453125,-5.6328125
154,2.892578125,-4.6484375
155,4.484375,-5.64453125
156,3.76171875,-5.3671875
157,2.013671875,-2.982421875
158,4.46484375,-5.63671875
159,4.27734375,-5.57421875
160,-2.61328125,1.37890625
161,4.48828125,-5.64453125
162,2.630859375,-4.30078125
163,4.48046875,-5.64453125
164,4.53515625,-5.66015625
165,4.48828125,-5.64453125
166,4.36328125,-5.609375
167,4.4765625,-5.64453125
168,4.390625,-5.6171875
169,3.5859375,-5.2578125
170,4.30078125,-5.578125
171,4.4375,-5.62890625
172,3.96875,-5.46484375
173,4.3828125,-5.60546875
174,4.37109375,-5.609375
175,-3.470703125,3.23828125
176,4.46875,-5.63671875
177,4.40234375,-5.61328125
178,4.40625,-5.6171875
179,4.14453125,-5.53125
180,4.49609375,-5.64453125
181,4.5,-5.64453125
182,3.119140625,-4.875
183,4.5390625,-5.66015625
184,3.9765625,-5.46484375
185,3.85546875,-5.41015625
186,-3.474609375,3.2734375
187,4.40625,-5.6171875
188,-3.482421875,3.296875
189,4.0859375,-5.51171875
190,2.859375,-4.61328125
191,4.31640625,-5.58984375
192,-3.400390625,3.00390625
193,4.5390625,-5.6640625
194,4.50390625,-5.65234375
195,3.37890625,-5.09765625
196,4.5078125,-5.64453125
197,-3.375,2.9140625
198,3.43359375,-5.140625
199,3.810546875,-5.39453125
200,3.087890625,-4.85546875
201,4.546875,-5.6640625
202,4.4375,-5.625
203,4.390625,-5.609375
204,4.52734375,-5.66015625
205,4.46484375,-5.63671875
206,4.2265625,-5.5625
207,3.8828125,-5.4296875
208,4.3359375,-5.59375
209,-3.390625,2.9765625
210,4.45703125,-5.62890625
211,4.2890625,-5.58203125
212,3.140625,-4.88671875
213,4.35546875,-5.59765625
214,4.4453125,-5.62890625
215,4.41796875,-5.6171875
216,4.3828125,-5.609375
217,4.52734375,-5.65234375
218,4.32421875,-5.58984375
219,4.453125,-5.63671875
220,4.53125,-5.66015625
221,4.2578125,-5.56640625
222,4.37109375,-5.6015625
223,3.5390625,-5.21484375
224,4.46875,-5.640625
225,4.46484375,-5.6328125
226,-3.48828125,3.326171875
227,4.4609375,-5.6328125
228,-3.458984375,3.20703125
229,3.759765625,-5.3671875
230,3.66015625,-5.3046875
231,4.40625,-5.62109375
232,3.572265625,-5.23828125
233,4.3828125,-5.61328125
234,4.40234375,-5.6171875
235,3.552734375,-5.234375
236,4.515625,-5.65625
237,4.3984375,-5.61328125
238,4.5234375,-5.65625
239,3.361328125,-5.08203125
240,4.48828125,-5.64453125
241,3.87890625,-5.43359375
242,4.52734375,-5.66015625
243,4.3828125,-5.609375
244,4.5078125,-5.65234375
245,3.775390625,-5.375
246,4.19921875,-5.55078125
247,-3.484375,3.314453125
248,3.109375,-4.8671875
249,-3.466796875,3.2421875
250,4.48046875,-5.640625
251,3.615234375,-5.2734375
252,-3.421875,3.078125
253,4.3046875,-5.578125
254,4.515625,-5.6484375
255,3.1796875,-4.93359375
256,3.8359375,-5.40625
257,4.53515625,-5.66015625
258,4.23828125,-5.56640625
259,2.982421875,-4.7421875
260,3.41015625,-5.125
261,4.484375,-5.640625
262,3.767578125,-5.37890625
263,4.44921875,-5.62890625
264,3.1953125,-4.9453125
265,4.4296875,-5.625
266,4.51171875,-5.65625
267,3.568359375,-5.2421875
268,3.30078125,-5.01953125
269,3.001953125,-4.7578125
270,4.51171875,-5.6484375
271,4.52734375,-5.65625
272,3.896484375,-5.43359375
273,4.37890625,-5.60546875
274,3.673828125,-5.3125
275,3.822265625,-5.3984375
276,4.23828125,-5.5625
277,3.134765625,-4.89453125
278,4.328125,-5.59765625
279,-3.4921875,3.345703125
280,4.39453125,-5.61328125
281,4.44921875,-5.62890625
282,2.05859375,-1.8955078125
283,4.17578125,-5.546875
284,2.1171875,-1.93359375
285,3.666015625,-5.31640625
286,4.53125,-5.66015625
287,3.337890625,-5.0625
288,-3.453125,3.166015625
289,4.41015625,-5.6171875
290,3.4140625,-5.12109375
291,-3.490234375,3.333984375
292,3.67578125,-5.31640625
293,4.4140625,-5.62109375
294,4.51171875,-5.65625
295,-3.474609375,3.26953125
296,4.32421875,-5.59765625
297,3.05078125,-4.81640625
298,4.421875,-5.62109375
299,4.5,-5.64453125
300,3.703125,-5.328125
301,4.4609375,-5.6328125
302,3.625,-5.28125
303,3.498046875,-5.1875
304,4.4453125,-5.62890625
305,4.55859375,-5.66796875
306,4.50390625,-5.6484375
307,3.173828125,-4.921875
308,3.337890625,-5.0625
309,-3.384765625,2.955078125
310,3.62109375,-5.28515625
311,3.884765625,-5.42578125
312,4.125,-5.52734375
313,4.11328125,-5.515625
314,4.47265625,-5.640625
315,4.46484375,-5.6328125
316,4.4765625,-5.64453125
317,4.3984375,-5.609375
318,1.3798828125,-0.466796875
319,3.509765625,-5.1953125
320,4.0546875,-5.5
321,4.46875,-5.6328125
322,4.2734375,-5.5703125
323,4.34375,-5.59765625
324,3.6875,-5.3203125
325,4.09765625,-5.52734375
326,3.53515625,-5.21484375
327,3.48046875,-5.17578125
328,2.541015625,-4.20703125
329,4.53125,-5.65234375
330,4.40625,-5.61328125
331,4.453125,-5.6328125
332,4.44921875,-5.6328125
333,4.53125,-5.66015625
334,4.48828125,-5.640625
335,3.20703125,-4.94921875
336,3.912109375,-5.4375
337,4.42578125,-5.625
338,-3.435546875,3.126953125
339,2.86328125,-4.6328125
340,4.46484375,-5.6328125
341,4.17578125,-5.54296875
342,3.494140625,-5.17578125
343,4.328125,-5.58984375
344,4.171875,-5.54296875
345,3.138671875,-4.89453125
346,-3.48828125,3.322265625
347,4.51953125,-5.65625
348,4.109375,-5.5234375
349,3.310546875,-5.03125
350,4.08203125,-5.5078125
351,3.154296875,-4.90625
352,-3.4921875,3.337890625
353,4.10546875,-5.5234375
354,4.3515625,-5.60546875
355,2.888671875,-4.640625
356,4.203125,-5.546875
357,4.49609375,-5.64453125
358,4.46484375,-5.63671875
359,2.490234375,-4.1328125
360,4.53125,-5.65625
361,3.521484375,-5.20703125
362,4.46484375,-5.63671875
363,3.48828125,-5.17578125
364,4.453125,-5.6328125
365,3.369140625,-5.08984375
366,4.46875,-5.640625
367,3.080078125,-4.83984375
368,-3.455078125,3.1953125
369,3.291015625,-5.01953125
370,4.49609375,-5.6484375
371,4.14453125,-5.54296875
372,4.55859375,-5.6640625
373,4.46484375,-5.6328125
374,-3.474609375,3.26953125
375,4.484375,-5.64453125
376,4.515625,-5.65234375
377,-3.494140625,3.345703125
378,4.2109375,-5.55078125
379,4.49609375,-5.64453125
380,4.50390625,-5.65234375
381,-2.66796875,1.435546875
382,3.404296875,-5.12109375
383,-3.431640625,3.107421875
384,0.80859375,-0.22314453125
385,4.37109375,-5.60546875
386,-3.484375,3.3125
387,3.88671875,-5.43359375
388,-3.462890625,3.23046875
389,3.326171875,-5.046875
390,4.48828125,-5.64453125
391,4.4765625,-5.640625
392,2.974609375,-4.73828125
393,3.244140625,-4.98828125
394,4.37109375,-5.6015625
395,4.44921875,-5.6328125
396,3.361328125,-5.0859375
397,3.501953125,-5.19140625
398,4.3828125,-5.609375
399,3.26953125,-5.0078125
400,4.25,-5.5625
401,3.662109375,-5.30078125
402,1.8271484375,-3.005859375
403,3.4296875,-5.13671875
404,-3.48046875,3.29296875
405,3.22265625,-4.9609375
406,4.5625,-5.671875
407,3.337890625,-5.05859375
408,2.712890625,-4.421875
409,4.4375,-5.625
410,4.55859375,-5.66796875
411,3.345703125,-5.07421875
412,3.375,-5.09765625
413,4.375,-5.609375
414,4.2265625,-5.55859375
415,3.115234375,-4.87109375
416,-3.28125,2.56640625
417,4.43359375,-5.62890625
418,4.28125,-5.5703125
419,3.92578125,-5.44921875
420,4.42578125,-5.625
421,4.140625,-5.52734375
422,3.25390625,-4.98828125
423,4.37109375,-5.6015625
424,-3.470703125,3.248046875
425,2.7421875,-4.45703125
426,2.302734375,-3.841796875
427,3.890625,-5.43359375
428,4.4921875,-5.64453125
429,4.53125,-5.66015625
430,2.951171875,-4.70703125
431,-2.431640625,1.162109375
432,4.5390625,-5.66015625
433,-3.478515625,3.283203125
434,4.5078125,-5.6484375
435,4.40625,-5.6171875
436,4.46875,-5.63671875
437,3.5546875,-5.234375
438,3.84765625,-5.41015625
439,3.490234375,-5.17578125
440,4.48046875,-5.6484375
441,4.38671875,-5.61328125
442,3.26953125,-5.0078125
443,4.26171875,-5.5703125
444,4.38671875,-5.609375
445,3.6953125,-5.32421875
446,4.13671875,-5.52734375
447,3.970703125,-5.46875
448,4.4765625,-5.63671875
449,4.13671875,-5.52734375
450,4.50390625,-5.64453125
451,3.61328125,-5.2734375
452,4.484375,-5.64453125
453,3.826171875,-5.40234375
454,-3.482421875,3.30078125
455,4.52734375,-5.66015625
456,4.5390625,-5.6640625
457,4.4765625,-5.640625
458,4.453125,-5.63671875
459,-3.482421875,3.30078125
460,4.28125,-5.57421875
461,4.03515625,-5.4921875
462,-3.302734375,2.642578125
463,4.19921875,-5.546875
464,2.076171875,-1.888671875
465,3.16015625,-4.91015625
466,4.4765625,-5.640625
467,4.44921875,-5.6328125
468,4.4140625,-5.62109375
469,-3.46484375,3.234375
470,-3.134765625,2.232421875
471,3.185546875,-4.94140625
472,-3.494140625,3.337890625
473,-3.400390625,2.994140625
474,4.50390625,-5.64453125
475,-3.482421875,3.3046875
476,-3.482421875,3.294921875
477,4.09765625,-5.5234375
478,4.54296875,-5.6640625
479,4.45703125,-5.62890625
480,4.359375,-5.59765625
481,3.873046875,-5.4296875
482,4.3203125,-5.5859375
483,4.29296875,-5.578125
484,4.5078125,-5.64453125
485,4.265625,-5.5703125
486,4.2890625,-5.57421875
487,4.31640625,-5.58203125
488,3.5,-5.1953125
489,3.728515625,-5.34765625
490,-3.431640625,3.109375
491,4.28515625,-5.578125
492,4.02734375,-5.48828125
493,4.40625,-5.61328125
494,4.421875,-5.6171875
495,2.64453125,-4.34765625
496,-3.416015625,3.048828125
497,3.884765625,-5.42578125
498,2.1015625,-3.4609375
499,4.3828125,-5.60546875
500,2.78125,-4.5234375
501,-2.23828125,1.017578125
502,3.55078125,-5.2265625
503,4.1484375,-5.53515625
504,3.54296875,-5.2265625
505,4.53125,-5.66015625
506,4.46875,-5.63671875
507,4.5078125,-5.64453125
508,-2.51171875,1.1982421875
509,3.228515625,-4.9765625
510,4.5078125,-5.6484375
511,4.50390625,-5.64453125
512,4.1875,-5.55859375
513,4.515625,-5.6484375
514,4.5234375,-5.65625
515,3.169921875,-4.92578125
516,4.39453125,-5.609375
517,4.5390625,-5.6640625
518,-3.486328125,3.3203125
519,4.515625,-5.65234375
520,3.302734375,-5.03515625
521,3.2265625,-4.97265625
522,3.154296875,-4.90234375
523,4.1171875,-5.52734375
524,3.48046875,-5.1796875
525,3.45703125,-5.1640625
526,3.658203125,-5.3046875
527,4.484375,-5.64453125
528,4.3203125,-5.58984375
529,4.4296875,-5.625
530,4.546875,-5.6640625
531,4.29296875,-5.58203125
532,4.4765625,-5.63671875
533,-3.431640625,3.115234375
534,4.41796875,-5.6171875
535,4.3515625,-5.60546875
536,4.5078125,-5.65625
537,4.52734375,-5.66015625
538,4.42578125,-5.62109375
539,4.1015625,-5.51953125
540,-3.484375,3.30859375
541,4.3671875,-5.609375
542,3.50390625,-5.1953125
543,4.21875,-5.55859375
544,4.40625,-5.61328125
545,3.34375,-5.0703125
546,4.5390625,-5.65625
547,3.68359375,-5.31640625
548,4.46484375,-5.62890625
549,3.51953125,-5.20703125
550,3.208984375,-4.9609375
551,-3.359375,2.853515625
552,4.3125,-5.5859375
553,4.453125,-5.640625
554,3.953125,-5.44921875
555,4.51953125,-5.66015625
556,4.4609375,-5.63671875
557,-3.4609375,3.205078125
558,4.49609375,-5.64453125
559,4.46484375,-5.6328125
560,4.34765625,-5.59765625
561,4.5390625,-5.65625
562,4.46484375,-5.6328125
563,-3.482421875,3.3046875
564,3.853515625,-5.4140625
565,4.3046875,-5.58203125
566,3.34765625,-5.06640625
567,4.23828125,-5.5625
568,3.677734375,-5.30859375
569,3.767578125,-5.375
570,4.25390625,-5.56640625
571,-3.447265625,3.16015625
572,3.8203125,-5.3984375
573,-3.427734375,3.099609375
574,4.171875,-5.546875
575,4.421875,-5.625
576,4.53125,-5.66015625
577,4.46875,-5.63671875
578,4.48046875,-5.640625
579,4.51953125,-5.65625
580,4.45703125,-5.63671875
581,4.2890625,-5.58203125
582,4.3203125,-5.58984375
583,3.498046875,-5.19140625
584,4.49609375,-5.64453125
585,4.2734375,-5.57421875
586,4.5390625,-5.66015625
587,-3.453125,3.185546875
588,2.185546875,-3.63671875
589,4.4453125,-5.6328125
590,3.19140625,-4.9453125
591,4.3984375,-5.609375
592,4.21484375,-5.55078125
593,2.876953125,-4.6328125
594,4.24609375,-5.56640625
595,3.92578125,-5.44140625
596,4.10546875,-5.515625
597,4.33203125,-5.58984375
598,3.724609375,-5.34765625
599,3.1484375,-4.90625
600,4.34375,-5.59765625
601,3.623046875,-5.2734375
602,4.50390625,-5.64453125
603,-3.484375,3.30859375
604,3.1875,-4.93359375
605,4.5546875,-5.66796875
606,4.54296875,-5.65625
607,4.5234375,-5.66015625
608,4.546875,-5.6640625
609,3.740234375,-5.34765625
610,3.76953125,-5.375
611,4.5390625,-5.6640625
612,3.197265625,-4.953125
613,4.30859375,-5.5859375
614,3.90625,-5.4296875
615,4.25,-5.56640625
616,4.53515625,-5.6640625
617,4.08203125,-5.5078125
618,4.52734375,-5.66015625
619,2.91796875,-4.67578125
620,3.556640625,-5.23046875
621,-3.490234375,3.33203125
622,3.98828125,-5.4765625
623,4.47265625,-5.6328125
624,4.4921875,-5.640625
625,4.39453125,-5.61328125
626,4.5703125,-5.671875
627,3.783203125,-5.37890625
628,3.30859375,-5.0390625
629,4.54296875,-5.6640625
630,4.46875,-5.6328125
631,3.939453125,-5.453125
632,4.41015625,-5.6171875
633,4.4609375,-5.640625
634,-3.283203125,2.623046875
635,3.31640625,-5.046875
636,3.125,-4.87890625
637,3.080078125,-4.8359375
638,4.265625,-5.5703125
639,4.44140625,-5.62890625
640,4.53515625,-5.66015625
641,4.15234375,-5.53515625
642,4.50390625,-5.6484375
643,3.751953125,-5.35546875
644,4.42578125,-5.625
645,3.283203125,-5.0234375
646,3.431640625,-5.1328125
647,4.56640625,-5.671875
648,4.40234375,-5.61328125
649,4.53125,-5.65625
650,3.416015625,-5.125
651,3.15625,-4.91015625
652,3.462890625,-5.15625
653,2.083984375,-3.4296875
654,3.69140625,-5.32421875
655,4.28125,-5.5703125
656,3.447265625,-5.1484375
657,2.763671875,-4.48828125
658,4.4296875,-5.625
659,-3.287109375,2.56640625
660,4.28515625,-5.578125
661,4.53515625,-5.65625
662,4.51953125,-5.65625
663,4.30859375,-5.58984375
664,3.375,-5.09375
665,3.40234375,-5.109375
666,3.791015625,-5.3828125
667,4.4453125,-5.62890625
668,3.478515625,-5.18359375
669,4.46484375,-5.6328125
670,4.328125,-5.59375
671,4.42578125,-5.6171875
672,4.34375,-5.6015625
673,4.33984375,-5.59765625
674,3.64453125,-5.3046875
675,4.53125,-5.66015625
676,4.20703125,-5.546875
677,3.353515625,-5.07421875
678,-3.357421875,2.859375
679,-3.41015625,3.03125
680,4.3984375,-5.6171875
681,4.3125,-5.58984375
682,4.3515625,-5.59765625
683,4.546875,-5.6640625
684,4.4765625,-5.64453125
685,-3.3359375,2.7734375
686,4.484375,-5.64453125
687,4.3203125,-5.5859375
688,-3.408203125,3.037109375
689,3.763671875,-5.36328125
690,4.52734375,-5.65625
691,4.53515625,-5.66015625
692,3.58984375,-5.25390625
693,4.41796875,-5.62109375
694,-3.490234375,3.333984375
695,3.259765625,-4.99609375
696,4.5078125,-5.6484375
697,4.4453125,-5.6328125
698,4.37890625,-5.60546875
699,1.9970703125,-2.84375
700,3.580078125,-5.24609375
701,4.35546875,-5.6015625
702,4.3671875,-5.6015625
703,4.453125,-5.62890625
704,4.31640625,-5.5859375
705,4.5078125,-5.6484375
706,-3.490234375,3.33203125
707,3.85546875,-5.41796875
708,-3.478515625,3.283203125
709,3.451171875,-5.15625
710,2.751953125,-4.4765625
711,3.724609375,-5.34765625
712,-3.38671875,2.962890625
713,4.4140625,-5.6171875
714,4.49609375,-5.640625
715,4.4375,-5.6171875
716,3.4609375,-5.16015625
717,4.55078125,-5.6640625
718,4.26171875,-5.5703125
719,-3.228515625,2.44921875
720,4.26953125,-5.5703125
721,-3.482421875,3.296875
722,2.78515625,-4.515625
723,-3.474609375,3.2734375
724,4.23828125,-5.56640625
725,-3.44140625,3.140625
726,3.27734375,-5.01171875
727,-3.4453125,3.15625
728,4.453125,-5.62109375
729,4.41015625,-5.6171875
730,-2.90625,1.8212890625
731,4.4765625,-5.64453125
732,4.38671875,-5.61328125
733,4.265625,-5.5625
734,3.435546875,-5.14453125
735,4.484375,-5.64453125
736,-2.99609375,1.974609375
737,3.421875,-5.1328125
738,4.3359375,-5.58984375
739,4.06640625,-5.51171875
740,4.39453125,-5.609375
741,4.4296875,-5.62109375
742,3.490234375,-5.18359375
743,-3.482421875,3.294921875
744,3.3671875,-5.08984375
745,4.421875,-5.6171875
746,4.46875,-5.6328125
747,3.671875,-5.30859375
748,3.666015625,-5.31640625
749,3.599609375,-5.26171875
750,3.244140625,-4.9765625
751,3.548828125,-5.2265625
752,3.3046875,-5.03515625
753,3.646484375,-5.2890625
754,-3.369140625,2.890625
755,4.01171875,-5.4765625
756,-3.47265625,3.26171875
757,4.55859375,-5.6640625
758,3.82421875,-5.3984375
759,3.560546875,-5.23828125
760,4.48828125,-5.640625
761,3.701171875,-5.328125
762,4.41796875,-5.62109375
763,4.4453125,-5.6328125
764,-3.470703125,3.263671875
765,3.4296875,-5.13671875
766,4.3515625,-5.6015625
767,3.291015625,-5.01171875
768,3.19140625,-4.94921875
769,3.939453125,-5.46484375
770,4.5,-5.64453125
771,4.421875,-5.62109375
772,-3.466796875,3.224609375
773,3.15625,-4.91015625
774,4.32421875,-5.5859375
775,-3.478515625,3.2890625
776,3.23046875,-4.98046875
777,3.18359375,-4.92578125
778,4.18359375,-5.546875
779,3.201171875,-4.94921875
780,-3.490234375,3.33203125
781,4.5703125,-5.6640625
782,4.45703125,-5.6328125
783,4.015625,-5.49609375
784,4.47265625,-5.640625
785,4.265625,-5.5703125
786,2.490234375,-4.13671875
787,4.265625,-5.56640625
788,4.44140625,-5.62890625
789,4.46875,-5.640625
790,3.380859375,-5.09375
791,3.552734375,-5.2265625
792,3.966796875,-5.4609375
793,-3.486328125,3.322265625
794,3.27734375,-5.015625
795,4.33984375,-5.59375
796,4.453125,-5.62890625
797,4.48828125,-5.6484375
798,4.5078125,-5.6484375
799,4.4296875,-5.62109375
800,4.52734375,-5.65625
801,4.46484375,-5.6328125
802,3.044921875,-4.796875
803,4.37890625,-5.61328125
804,4.453125,-5.63671875
805,4.0625,-5.5078125
806,4.36328125,-5.59765625
807,4.421875,-5.6171875
808,-3.490234375,3.33203125
809,4.41015625,-5.6171875
810,4.484375,-5.640625
811,4.5,-5.640625
812,3.587890625,-5.265625
813,4.515625,-5.6484375
814,4.3828125,-5.609375
815,4.38671875,-5.61328125
816,3.025390625,-4.7890625
817,-3.46484375,3.236328125
818,3.275390625,-5.015625
819,-3.494140625,3.34765625
820,4.5,-5.64453125
821,4.4140625,-5.6171875
822,-3.48828125,3.32421875
823,2.90625,-4.6484375
824,4.01953125,-5.48828125
825,4.28125,-5.57421875
826,4.546875,-5.6640625
827,4.5078125,-5.6484375
828,3.2421875,-4.984375
829,-3.48828125,3.314453125
830,4.41796875,-5.62109375
831,-3.482421875,3.294921875
832,-3.484375,3.30859375
833,4.5390625,-5.6640625
834,2.791015625,-4.52734375
835,3.494140625,-5.1875
836,3.93359375,-5.453125
837,3.3828125,-5.1015625
838,3.275390625,-5.01171875
839,3.482421875,-5.17578125
840,2.953125,-4.7109375
841,4.48828125,-5.64453125
842,4.33203125,-5.59765625
843,2.662109375,-4.375
844,4.5078125,-5.6484375
845,4.015625,-5.484375
846,4.08984375,-5.515625
847,4.16796875,-5.54296875
848,3.08984375,-4.84765625
849,4.40625,-5.61328125
850,4.3828125,-5.609375
851,4.234375,-5.55859375
852,4.515625,-5.65625
853,4.37109375,-5.60546875
854,4.28515625,-5.58203125
855,4.5390625,-5.6640625
856,3.642578125,-5.2890625
857,4.2890625,-5.5859375
858,4.265625,-5.56640625
859,2.099609375,-3.48828125
860,2.3984375,-3.986328125
861,4.3671875,-5.60546875
862,4.41796875,-5.6171875
863,4.45703125,-5.6328125
864,4.58203125,-5.67578125
865,4.5,-5.64453125
866,4.4375,-5.62890625
867,4.3984375,-5.609375
868,4.515625,-5.65625
869,4.46484375,-5.640625
870,4.203125,-5.546875
871,4.421875,-5.62109375
872,4.28125,-5.57421875
873,4.48046875,-5.640625
874,4.47265625,-5.63671875
875,3.01171875,-4.78515625
876,4.5625,-5.6640625
877,3.15234375,-4.90625
878,4.46875,-5.64453125
879,4.53515625,-5.66015625
880,4.3984375,-5.61328125
881,3.71875,-5.33984375
882,4.296875,-5.5859375
883,3.38671875,-5.08984375
884,4.515625,-5.65625
885,4.296875,-5.58203125
886,3.134765625,-4.89453125
887,3.337890625,-5.0703125
888,4.54296875,-5.6640625
889,4.51953125,-5.65234375
890,4.3046875,-5.5859375
891,3.427734375,-5.13671875
892,4.34375,-5.59375
893,4.51171875,-5.64453125
894,4.05078125,-5.49609375
895,3.958984375,-5.46484375
896,3.62109375,-5.28515625
897,-3.34375,2.798828125
898,4.52734375,-5.66015625
899,3.84375,-5.4140625
900,4.3203125,-5.58203125
901,4.48046875,-5.64453125
902,4.4765625,-5.64453125
903,4.3828125,-5.61328125
904,4.2265625,-5.55859375
905,3.453125,-5.15234375
906,-3.494140625,3.345703125
907,4.51171875,-5.6484375
908,4.48828125,-5.640625
909,4.41796875,-5.62109375
910,4.5390625,-5.66015625
911,-2.244140625,0.91748046875
912,4.0,-5.48046875
913,3.66015625,-5.3046875
914,4.51171875,-5.65234375
915,3.818359375,-5.39453125
916,4.55078125,-5.6640625
917,3.9921875,-5.4765625
918,-3.484375,3.310546875
919,3.7734375,-5.375
920,3.544921875,-5.23046875
921,3.6015625,-5.26171875
922,4.15234375,-5.53515625
923,4.5078125,-5.6484375
924,4.4453125,-5.6328125
925,4.5,-5.640625
926,4.546875,-5.6640625
927,3.767578125,-5.375
928,4.42578125,-5.62890625
929,3.095703125,-4.859375
930,4.5,-5.6484375
931,4.4921875,-5.64453125
932,4.484375,-5.64453125
933,2.4921875,-4.15234375
934,4.50390625,-5.64453125
935,3.7421875,-5.3671875
936,4.54296875,-5.6640625
937,-3.482421875,3.3046875
938,4.46875,-5.64453125
939,2.91015625,-4.67578125
940,4.4921875,-5.640625
941,-3.455078125,3.1875
942,3.296875,-5.03125
943,4.1640625,-5.5390625
944,3.04296875,-4.8046875
945,-3.486328125,3.31640625
946,4.3359375,-5.58984375
947,-3.404296875,3.015625
948,4.50390625,-5.64453125
949,-3.48046875,3.29296875
950,3.220703125,-4.96484375
951,4.390625,-5.609375
952,4.30859375,-5.5859375
953,4.10546875,-5.51953125
954,4.1953125,-5.546875
955,4.48046875,-5.640625
956,4.53125,-5.66015625
957,4.01953125,-5.484375
958,3.15625,-4.91015625
959,-3.484375,3.30078125
960,3.01171875,-4.76953125
961,4.53125,-5.65625
