,P0,P1
114,3.662109375,-4.4375
115,2.552734375,-3.123046875
116,3.810546875,-4.59375
117,3.8125,-4.59375
118,3.810546875,-4.59375
119,3.8125,-4.59375
120,-2.443359375,3.025390625
121,3.806640625,-4.58984375
122,3.810546875,-4.59375
123,3.7265625,-4.51171875
124,3.8046875,-4.5859375
125,3.810546875,-4.59375
126,3.54296875,-4.30859375
127,3.810546875,-4.59375
128,3.521484375,-4.28515625
129,3.412109375,-4.1484375
130,3.748046875,-4.53125
131,3.767578125,-4.55078125
132,3.80859375,-4.58984375
133,3.806640625,-4.58984375
134,3.751953125,-4.53125
135,3.734375,-4.515625
136,3.80078125,-4.58203125
137,3.8046875,-4.58984375
138,3.8125,-4.59375
139,3.810546875,-4.59375
140,3.8046875,-4.58984375
141,3.80859375,-4.59375
142,3.533203125,-4.29296875
143,-2.44140625,3.025390625
144,3.810546875,-4.59375
145,3.810546875,-4.59375
146,3.798828125,-4.58203125
147,3.8125,-4.58984375
148,3.810546875,-4.59375
149,3.8046875,-4.58984375
150,3.630859375,-4.40234375
151,3.8125,-4.59375
152,3.8125,-4.59375
153,3.814453125,-4.59375
154,3.267578125,-3.986328125
155,3.814453125,-4.59375
156,3.755859375,-4.5390625
157,3.783203125,-4.56640625
158,3.814453125,-4.59375
159,3.791015625,-4.5703125
160,-2.416015625,2.994140625
161,3.810546875,-4.59375
162,2.806640625,-3.4375
163,3.810546875,-4.58984375
164,3.81640625,-4.59375
165,3.8125,-4.59375
166,3.80859375,-4.59375
167,3.814453125,-4.59375
168,3.80078125,-4.58203125
169,3.7265625,-4.5078125
170,3.806640625,-4.58984375
171,3.80078125,-4.5859375
172,3.578125,-4.34375
173,3.81640625,-4.59375
174,3.810546875,-4.59375
175,-2.443359375,3.025390625
176,3.814453125,-4.59375
177,3.806640625,-4.58984375
178,0.417236328125,-0.453369140625
179,3.806640625,-4.58984375
180,3.8046875,-4.5859375
181,3.810546875,-4.59375
182,3.61328125,-4.38671875
183,3.810546875,-4.59375
184,3.798828125,-4.58203125
185,3.763671875,-4.546875
186,-2.44140625,3.025390625
187,3.810546875,-4.59375
188,-2.44140625,3.025390625
189,3.814453125,-4.59375
190,3.279296875,-3.9921875
191,3.8125,-4.59375
192,-2.44140625,3.025390625
193,3.806640625,-4.58984375
194,3.814453125,-4.59375
195,3.15625,-3.857421875
196,3.814453125,-4.59375
197,-2.44140625,3.025390625
198,3.810546875,-4.58984375
199,3.748046875,-4.53125
200,3.517578125,-4.2734375
201,3.8125,-4.59375
202,3.806640625,-4.58984375
203,3.8046875,-4.58984375
204,3.8125,-4.59375
205,3.810546875,-4.59375
206,3.783203125,-4.56640625
207,3.771484375,-4.55859375
208,3.806640625,-4.58984375
209,-2.44140625,3.025390625
210,3.806640625,-4.58984375
211,3.810546875,-4.59375
212,3.6875,-4.46875
213,3.7734375,-4.5546875
214,3.810546875,-4.59375
215,3.783203125,-4.56640625
216,3.8125,-4.59375
217,3.806640625,-4.58984375
218,3.810546875,-4.59375
219,3.806640625,-4.58984375
220,3.810546875,-4.59375
221,3.8125,-4.59375
222,3.8046875,-4.58984375
223,3.7890625,-4.5703125
224,3.810546875,-4.59375
225,3.810546875,-4.59375
226,-2.443359375,3.025390625
227,3.810546875,-4.59375
228,-2.443359375,3.025390625
229,3.439453125,-4.1875
230,3.498046875,-4.25390625
231,3.8125,-4.59375
232,3.748046875,-4.53125
233,3.810546875,-4.59375
234,3.810546875,-4.59375
235,3.810546875,-4.59375
236,3.80859375,-4.58984375
237,3.8125,-4.59375
238,3.810546875,-4.59375
239,3.740234375,-4.51953125
240,3.791015625,-4.57421875
241,3.787109375,-4.5703125
242,3.810546875,-4.59375
243,3.810546875,-4.59375
244,3.798828125,-4.58203125
245,3.78125,-4.5625
246,3.810546875,-4.58984375
247,-2.443359375,3.025390625
248,3.744140625,-4.52734375
249,-2.443359375,3.025390625
250,3.806640625,-4.58984375
251,3.796875,-4.58203125
252,-2.44140625,3.025390625
253,3.798828125,-4.58203125
254,3.810546875,-4.59375
255,3.716796875,-4.49609375
256,3.798828125,-4.5859375
257,3.814453125,-4.59375
258,3.798828125,-4.58203125
259,3.404296875,-4.14453125
260,3.796875,-4.58203125
261,3.810546875,-4.58984375
262,3.763671875,-4.546875
263,3.8046875,-4.58984375
264,3.779296875,-4.5625
265,3.806640625,-4.58984375
266,3.810546875,-4.59375
267,3.798828125,-4.58203125
268,3.724609375,-4.5078125
269,3.69921875,-4.46875
270,3.810546875,-4.59375
271,3.806640625,-4.58984375
272,3.724609375,-4.5078125
273,3.814453125,-4.59375
274,3.666015625,-4.44140625
275,3.77734375,-4.5625
276,3.80078125,-4.58203125
277,3.556640625,-4.31640625
278,3.8125,-4.59375
279,-2.443359375,3.025390625
280,3.810546875,-4.59375
281,3.80078125,-4.5859375
282,3.484375,-4.234375
283,3.8046875,-4.58984375
284,1.5888671875,-2.0
285,3.80078125,-4.5859375
286,3.796875,-4.58203125
287,3.806640625,-4.58984375
288,-2.44140625,3.025390625
289,3.806640625,-4.58984375
290,3.6015625,-4.3671875
291,-2.443359375,3.025390625
292,3.53125,-4.2890625
293,3.810546875,-4.58984375
294,3.810546875,-4.59375
295,-2.443359375,3.025390625
296,3.814453125,-4.59375
297,3.580078125,-4.34765625
298,3.810546875,-4.59375
299,3.810546875,-4.59375
300,3.779296875,-4.5625
301,3.802734375,-4.5859375
302,3.763671875,-4.55078125
303,3.486328125,-4.23828125
304,3.8125,-4.58984375
305,3.796875,-4.58203125
306,3.810546875,-4.59375
307,-1.2158203125,1.7451171875
308,3.72265625,-4.5078125
309,-2.44140625,3.025390625
310,3.791015625,-4.5703125
311,3.787109375,-4.56640625
312,3.796875,-4.58203125
313,3.794921875,-4.578125
314,3.8125,-4.59375
315,3.810546875,-4.59375
316,3.80859375,-4.58984375
317,3.8046875,-4.58984375
318,-2.44140625,3.025390625
319,3.755859375,-4.5390625
320,3.794921875,-4.578125
321,3.8125,-4.59375
322,3.810546875,-4.59375
323,3.798828125,-4.58203125
324,3.734375,-4.515625
325,3.8046875,-4.5859375
326,3.796875,-4.58203125
327,3.44140625,-4.1875
328,3.412109375,-4.15234375
329,3.806640625,-4.58984375
330,3.806640625,-4.58984375
331,3.8125,-4.59375
332,3.806640625,-4.58984375
333,3.810546875,-4.59375
334,3.810546875,-4.59375
335,3.689453125,-4.46875
336,3.779296875,-4.5625
337,3.80859375,-4.58984375
338,-2.443359375,3.025390625
339,3.0234375,-3.693359375
340,3.8046875,-4.58984375
341,3.814453125,-4.59375
342,3.013671875,-3.6796875
343,3.798828125,-4.58203125
344,3.748046875,-4.53125
345,3.58984375,-4.359375
346,-2.44140625,3.025390625
347,3.798828125,-4.58203125
348,2.794921875,-3.419921875
349,3.74609375,-4.52734375
350,3.794921875,-4.578125
351,3.505859375,-4.265625
352,-2.443359375,3.025390625
353,3.814453125,-4.59375
354,3.814453125,-4.59375
355,3.345703125,-4.08203125
356,3.8125,-4.59375
357,3.814453125,-4.59375
358,3.810546875,-4.59375
359,3.59375,-4.36328125
360,3.8046875,-4.58984375
361,3.466796875,-4.21875
362,3.810546875,-4.59375
363,3.76953125,-4.55078125
364,3.810546875,-4.59375
365,3.587890625,-4.359375
366,3.794921875,-4.578125
367,3.208984375,-3.916015625
368,-2.44140625,3.025390625
369,3.755859375,-4.54296875
370,3.8125,-4.59375
371,3.810546875,-4.59375
372,3.80078125,-4.58203125
373,3.80859375,-4.58984375
374,-2.44140625,3.025390625
375,3.81640625,-4.59375
376,3.810546875,-4.58984375
377,-2.443359375,3.021484375
378,3.7890625,-4.57421875
379,3.806640625,-4.58984375
380,3.8125,-4.59375
381,-2.44140625,3.025390625
382,3.638671875,-4.4140625
383,-2.44140625,3.025390625
384,-2.4375,3.0234375
385,3.80078125,-4.58203125
386,-2.443359375,3.025390625
387,3.810546875,-4.58984375
388,-2.443359375,3.02734375
389,-2.439453125,3.0234375
390,3.810546875,-4.59375
391,3.806640625,-4.58984375
392,3.37890625,-4.1171875
393,3.556640625,-4.3203125
394,3.810546875,-4.58984375
395,3.810546875,-4.59375
396,3.755859375,-4.53515625
397,3.67578125,-4.453125
398,3.798828125,-4.58203125
399,3.353515625,-4.0859375
400,3.775390625,-4.5625
401,3.763671875,-4.55078125
402,1.68359375,-2.1328125
403,3.80078125,-4.58203125
404,-2.44140625,3.025390625
405,3.734375,-4.515625
406,3.79296875,-4.578125
407,3.44921875,-4.1953125
408,3.755859375,-4.53515625
409,3.80078125,-4.5859375
410,3.8046875,-4.58984375
411,3.759765625,-4.54296875
412,3.701171875,-4.484375
413,3.8046875,-4.58984375
414,3.80078125,-4.58203125
415,3.455078125,-4.203125
416,-2.44140625,3.025390625
417,3.814453125,-4.59375
418,3.720703125,-4.49609375
419,3.802734375,-4.58203125
420,3.814453125,-4.59375
421,3.79296875,-4.58203125
422,3.763671875,-4.546875
423,3.814453125,-4.59765625
424,-2.443359375,3.025390625
425,3.771484375,-4.5546875
426,3.232421875,-3.9453125
427,3.810546875,-4.59375
428,3.8125,-4.59375
429,3.810546875,-4.59375
430,3.431640625,-4.1796875
431,-2.4375,3.021484375
432,3.802734375,-4.5859375
433,-2.443359375,3.025390625
434,3.8046875,-4.58984375
435,3.775390625,-4.55859375
436,3.8125,-4.59375
437,3.810546875,-4.58984375
438,3.802734375,-4.5859375
439,3.7421875,-4.5234375
440,3.8125,-4.59375
441,3.806640625,-4.58984375
442,3.712890625,-4.49609375
443,3.791015625,-4.578125
444,3.806640625,-4.58984375
445,3.794921875,-4.578125
446,3.689453125,-4.46875
447,3.767578125,-4.5546875
448,3.8125,-4.59375
449,3.806640625,-4.58984375
450,3.810546875,-4.59375
451,3.78125,-4.5625
452,3.77734375,-4.5625
453,3.79296875,-4.57421875
454,-2.443359375,3.025390625
455,3.798828125,-4.58203125
456,3.810546875,-4.59375
457,3.80078125,-4.5859375
458,3.8125,-4.59375
459,-2.44140625,3.02734375
460,3.814453125,-4.59375
461,3.806640625,-4.58984375
462,-2.435546875,3.017578125
463,3.81640625,-4.59375
464,3.205078125,-3.912109375
465,2.755859375,-3.3828125
466,3.806640625,-4.58984375
467,3.80859375,-4.58984375
468,3.794921875,-4.578125
469,-2.443359375,3.025390625
470,-0.72119140625,1.1337890625
471,3.501953125,-4.2578125
472,-2.443359375,3.025390625
473,-2.44140625,3.025390625
474,3.8125,-4.59375
475,-2.443359375,3.0234375
476,-2.443359375,3.021484375
477,3.806640625,-4.58984375
478,3.806640625,-4.58984375
479,3.80859375,-4.58984375
480,3.806640625,-4.58984375
481,3.806640625,-4.58984375
482,3.810546875,-4.59375
483,3.806640625,-4.58984375
484,3.806640625,-4.58984375
485,3.806640625,-4.58984375
486,3.8046875,-4.58984375
487,3.806640625,-4.58984375
488,3.8046875,-4.58984375
489,3.75390625,-4.5390625
490,-2.443359375,3.025390625
491,3.814453125,-4.59375
492,3.759765625,-4.546875
493,3.810546875,-4.59375
494,3.8046875,-4.58984375
495,3.138671875,-3.833984375
496,-2.44140625,3.025390625
497,3.779296875,-4.5625
498,2.712890625,-3.326171875
499,3.8046875,-4.58984375
500,3.458984375,-4.20703125
501,2.748046875,-3.361328125
502,3.783203125,-4.56640625
503,3.810546875,-4.59375
504,3.693359375,-4.47265625
505,3.80078125,-4.58203125
506,3.814453125,-4.59375
507,3.806640625,-4.58984375
508,-2.4375,3.021484375
509,3.56640625,-4.33203125
510,3.80859375,-4.58984375
511,3.8125,-4.59375
512,3.787109375,-4.5703125
513,3.806640625,-4.58984375
514,3.80078125,-4.5859375
515,3.673828125,-4.44921875
516,3.794921875,-4.578125
517,3.810546875,-4.58984375
518,-2.443359375,3.025390625
519,3.80859375,-4.59375
520,3.474609375,-4.2265625
521,3.724609375,-4.5078125
522,3.630859375,-4.40234375
523,3.806640625,-4.58984375
524,3.8046875,-4.58984375
525,3.755859375,-4.546875
526,3.798828125,-4.578125
527,3.810546875,-4.59375
528,3.80859375,-4.59375
529,3.794921875,-4.578125
530,3.8125,-4.59375
531,3.794921875,-4.578125
532,3.806640625,-4.58984375
533,-2.44140625,3.025390625
534,3.814453125,-4.59375
535,3.8125,-4.59375
536,3.794921875,-4.58203125
537,3.806640625,-4.58984375
538,3.806640625,-4.58984375
539,3.779296875,-4.5625
540,-2.443359375,3.025390625
541,3.80078125,-4.5859375
542,3.759765625,-4.54296875
543,3.806640625,-4.58984375
544,3.798828125,-4.58203125
545,3.701171875,-4.484375
546,3.8046875,-4.58984375
547,3.53515625,-4.296875
548,3.8046875,-4.58984375
549,3.50390625,-4.26171875
550,3.80078125,-4.5859375
551,-2.44140625,3.025390625
552,3.798828125,-4.58203125
553,3.814453125,-4.59375
554,3.779296875,-4.5625
555,3.810546875,-4.59375
556,3.80078125,-4.5859375
557,-2.443359375,3.025390625
558,3.8046875,-4.58984375
559,3.798828125,-4.58203125
560,3.810546875,-4.59375
561,3.80859375,-4.58984375
562,3.810546875,-4.59375
563,-2.443359375,3.025390625
564,3.583984375,-4.34375
565,3.806640625,-4.58984375
566,3.732421875,-4.51953125
567,3.810546875,-4.59375
568,3.736328125,-4.515625
569,3.60546875,-4.375
570,3.810546875,-4.59375
571,-2.44140625,3.025390625
572,3.693359375,-4.46875
573,-2.427734375,3.00390625
574,3.60546875,-4.375
575,3.798828125,-4.58203125
576,3.806640625,-4.58984375
577,3.806640625,-4.58984375
578,3.806640625,-4.58984375
579,3.806640625,-4.58984375
580,3.8125,-4.59375
581,3.810546875,-4.59375
582,3.806640625,-4.58984375
583,3.763671875,-4.55078125
584,3.810546875,-4.59375
585,3.8125,-4.59375
586,3.802734375,-4.5859375
587,-2.44140625,3.025390625
588,3.1640625,-3.8671875
589,3.8046875,-4.58984375
590,3.697265625,-4.47265625
591,3.794921875,-4.578125
592,3.8046875,-4.58984375
593,3.271484375,-3.990234375
594,3.791015625,-4.578125
595,3.78125,-4.5625
596,3.80078125,-4.58203125
597,3.6953125,-4.46875
598,3.783203125,-4.5703125
599,3.712890625,-4.48828125
600,3.751953125,-4.53125
601,3.755859375,-4.546875
602,3.80859375,-4.58984375
603,-2.443359375,3.025390625
604,3.73046875,-4.515625
605,3.80078125,-4.5859375
606,3.806640625,-4.58984375
607,3.810546875,-4.59375
608,3.8125,-4.59375
609,3.755859375,-4.546875
610,3.712890625,-4.49609375
611,3.814453125,-4.59375
612,3.546875,-4.30859375
613,3.806640625,-4.58984375
614,3.767578125,-4.5546875
615,3.8046875,-4.58984375
616,3.810546875,-4.59375
617,3.798828125,-4.58203125
618,3.810546875,-4.58984375
619,3.337890625,-4.06640625
620,3.775390625,-4.5625
621,-2.443359375,3.021484375
622,3.685546875,-4.46484375
623,3.806640625,-4.58984375
624,3.814453125,-4.59375
625,3.810546875,-4.59375
626,3.810546875,-4.59375
627,3.810546875,-4.59375
628,3.763671875,-4.55078125
629,3.802734375,-4.58984375
630,3.806640625,-4.58984375
631,3.798828125,-4.58203125
632,3.810546875,-4.58984375
633,3.810546875,-4.59375
634,-2.4375,3.025390625
635,3.6875,-4.46484375
636,3.578125,-4.34765625
637,3.73046875,-4.515625
638,3.80078125,-4.5859375
639,3.810546875,-4.59375
640,3.814453125,-4.59765625
641,3.806640625,-4.58984375
642,3.8046875,-4.58984375
643,3.80078125,-4.5859375
644,3.8125,-4.59375
645,3.54296875,-4.3046875
646,3.734375,-4.51953125
647,3.806640625,-4.58984375
648,3.8046875,-4.5859375
649,3.810546875,-4.59375
650,3.388671875,-4.125
651,3.673828125,-4.44921875
652,3.73046875,-4.51171875
653,2.748046875,-3.37109375
654,3.759765625,-4.546875
655,3.810546875,-4.59375
656,3.771484375,-4.5546875
657,3.197265625,-3.900390625
658,3.79296875,-4.578125
659,-2.44140625,3.025390625
660,3.798828125,-4.58203125
661,3.796875,-4.58203125
662,3.806640625,-4.58984375
663,3.80859375,-4.59375
664,3.763671875,-4.546875
665,3.791015625,-4.578125
666,3.595703125,-4.36328125
667,3.814453125,-4.59375
668,-2.404296875,2.9921875
669,3.810546875,-4.59375
670,3.8046875,-4.58984375
671,3.80078125,-4.5859375
672,3.81640625,-4.59375
673,3.810546875,-4.59375
674,3.814453125,-4.59375
675,3.8046875,-4.58984375
676,3.806640625,-4.58984375
677,3.734375,-4.515625
678,-2.44140625,3.025390625
679,-2.44140625,3.025390625
680,3.814453125,-4.59375
681,3.80078125,-4.5859375
682,3.80859375,-4.58984375
683,3.8046875,-4.58984375
684,3.8125,-4.59375
685,-2.4375,3.021484375
686,3.810546875,-4.58984375
687,3.810546875,-4.59375
688,-2.44140625,3.025390625
689,3.791015625,-4.5703125
690,3.8046875,-4.58984375
691,3.806640625,-4.58984375
692,3.779296875,-4.56640625
693,3.80078125,-4.5859375
694,-2.443359375,3.02734375
695,3.6875,-4.46875
696,3.755859375,-4.53515625
697,3.810546875,-4.59375
698,3.806640625,-4.58984375
699,3.591796875,-4.36328125
700,3.701171875,-4.48046875
701,3.80078125,-4.5859375
702,3.806640625,-4.58984375
703,3.8046875,-4.58984375
704,3.806640625,-4.58984375
705,3.787109375,-4.5703125
706,-2.443359375,3.025390625
707,3.763671875,-4.55078125
708,-2.44140625,3.025390625
709,3.75,-4.53125
710,3.36328125,-4.09375
711,3.787109375,-4.56640625
712,-2.44140625,3.025390625
713,3.734375,-4.515625
714,3.814453125,-4.59375
715,3.806640625,-4.58984375
716,3.775390625,-4.5625
717,3.80859375,-4.58984375
718,3.8046875,-4.5859375
719,-2.44140625,3.025390625
720,3.810546875,-4.58984375
721,-2.443359375,3.025390625
722,3.099609375,-3.787109375
723,-2.44140625,3.025390625
724,3.8125,-4.59375
725,-2.44140625,3.025390625
726,3.775390625,-4.55859375
727,-2.44140625,3.025390625
728,3.806640625,-4.58984375
729,3.806640625,-4.58984375
730,-2.4375,3.01953125
731,3.806640625,-4.58984375
732,3.806640625,-4.58984375
733,3.806640625,-4.58984375
734,3.771484375,-4.5546875
735,3.810546875,-4.59375
736,-2.44140625,3.025390625
737,3.771484375,-4.55859375
738,3.80078125,-4.58203125
739,3.310546875,-4.03515625
740,3.810546875,-4.59375
741,3.8125,-4.59375
742,3.71484375,-4.4921875
743,-2.443359375,3.025390625
744,3.490234375,-4.23828125
745,3.806640625,-4.58984375
746,3.8046875,-4.58984375
747,3.755859375,-4.53515625
748,3.810546875,-4.59375
749,3.763671875,-4.546875
750,3.568359375,-4.328125
751,3.75,-4.53125
752,3.583984375,-4.3515625
753,3.78125,-4.5625
754,-2.44140625,3.025390625
755,3.787109375,-4.5703125
756,-2.44140625,3.025390625
757,3.810546875,-4.59375
758,3.794921875,-4.57421875
759,3.783203125,-4.5625
760,3.80859375,-4.58984375
761,3.728515625,-4.51171875
762,3.8046875,-4.58984375
763,3.8125,-4.59375
764,-2.44140625,3.025390625
765,3.41796875,-4.1640625
766,3.810546875,-4.59375
767,3.806640625,-4.58984375
768,3.6875,-4.46484375
769,3.8046875,-4.58984375
770,3.8125,-4.59375
771,3.810546875,-4.59375
772,-2.443359375,3.025390625
773,3.455078125,-4.20703125
774,3.8046875,-4.5859375
775,-2.443359375,3.025390625
776,1.255859375,-1.587890625
777,3.5625,-4.3203125
778,3.806640625,-4.58984375
779,3.44921875,-4.19921875
780,-2.443359375,3.025390625
781,3.810546875,-4.59375
782,3.810546875,-4.59375
783,3.806640625,-4.58984375
784,3.810546875,-4.59375
785,3.810546875,-4.59375
786,3.1328125,-3.826171875
787,3.810546875,-4.59375
788,3.81640625,-4.59375
789,3.806640625,-4.58984375
790,3.796875,-4.58203125
791,3.474609375,-4.22265625
792,3.72265625,-4.5078125
793,-2.443359375,3.025390625
794,3.767578125,-4.55078125
795,3.8046875,-4.58984375
796,3.80859375,-4.58984375
797,3.810546875,-4.59375
798,3.81640625,-4.59375
799,3.810546875,-4.59375
800,3.806640625,-4.58984375
801,3.8046875,-4.58984375
802,3.703125,-4.48046875
803,3.8125,-4.59375
804,3.814453125,-4.59375
805,3.810546875,-4.58984375
806,3.810546875,-4.59375
807,3.802734375,-4.5859375
808,-2.443359375,3.025390625
809,3.8125,-4.59375
810,3.810546875,-4.59375
811,3.8046875,-4.58984375
812,3.580078125,-4.34375
813,3.810546875,-4.59375
814,3.810546875,-4.59375
815,3.810546875,-4.59375
816,3.4921875,-4.25
817,-2.44140625,3.025390625
818,3.587890625,-4.359375
819,-2.443359375,3.025390625
820,3.8046875,-4.58984375
821,3.810546875,-4.58984375
822,-2.443359375,3.025390625
823,3.564453125,-4.33203125
824,3.783203125,-4.5703125
825,3.810546875,-4.59375
826,3.810546875,-4.59375
827,3.802734375,-4.58203125
828,3.67578125,-4.453125
829,-2.443359375,3.025390625
830,3.802734375,-4.5859375
831,-2.44140625,3.025390625
832,-2.443359375,3.025390625
833,3.810546875,-4.58984375
834,3.279296875,-4.0
835,3.783203125,-4.56640625
836,3.685546875,-4.46484375
837,3.755859375,-4.546875
838,3.55859375,-4.32421875
839,3.767578125,-4.5546875
840,3.408203125,-4.1484375
841,3.80859375,-4.58984375
842,3.8125,-4.59375
843,3.689453125,-4.46875
844,3.814453125,-4.59375
845,3.3125,-4.02734375
846,3.634765625,-4.41015625
847,3.8046875,-4.5859375
848,3.53125,-4.2890625
849,3.8046875,-4.5859375
850,3.80859375,-4.58984375
851,3.798828125,-4.58203125
852,3.8125,-4.59375
853,3.8046875,-4.58984375
854,3.76953125,-4.5546875
855,3.8046875,-4.58984375
856,3.689453125,-4.46875
857,3.814453125,-4.59375
858,3.80859375,-4.58984375
859,3.1484375,-3.849609375
860,3.48046875,-4.234375
861,3.8046875,-4.58984375
862,3.8046875,-4.5859375
863,3.8125,-4.59375
864,3.8046875,-4.58984375
865,3.810546875,-4.59375
866,3.810546875,-4.59375
867,3.802734375,-4.58984375
868,3.814453125,-4.59375
869,3.810546875,-4.59375
870,3.767578125,-4.5546875
871,3.806640625,-4.58984375
872,3.79296875,-4.5703125
873,3.802734375,-4.58984375
874,3.810546875,-4.59375
875,3.263671875,-3.978515625
876,3.810546875,-4.59375
877,-2.44140625,3.0234375
878,3.814453125,-4.59375
879,3.80078125,-4.5859375
880,3.810546875,-4.59375
881,3.666015625,-4.44140625
882,3.80078125,-4.58203125
883,1.583984375,-1.9404296875
884,3.8046875,-4.5859375
885,3.8125,-4.59375
886,3.767578125,-4.5546875
887,3.791015625,-4.5703125
888,3.810546875,-4.59375
889,3.8046875,-4.59375
890,3.8125,-4.59375
891,3.712890625,-4.48828125
892,3.810546875,-4.59375
893,3.765625,-4.5546875
894,3.787109375,-4.5703125
895,3.77734375,-4.5625
896,3.794921875,-4.578125
897,-2.44140625,3.025390625
898,3.798828125,-4.5859375
899,3.8046875,-4.58984375
900,3.806640625,-4.58984375
901,3.810546875,-4.59375
902,3.810546875,-4.59375
903,3.8125,-4.59765625
904,3.6875,-4.46484375
905,3.732421875,-4.515625
906,-2.443359375,3.025390625
907,3.806640625,-4.58984375
908,3.80859375,-4.58984375
909,3.810546875,-4.59375
910,3.8125,-4.59375
911,-2.400390625,2.986328125
912,3.794921875,-4.578125
913,3.763671875,-4.55078125
914,3.814453125,-4.59375
915,3.791015625,-4.57421875
916,3.810546875,-4.59375
917,3.759765625,-4.5390625
918,-2.44140625,3.025390625
919,3.740234375,-4.5234375
920,3.767578125,-4.55078125
921,3.75390625,-4.54296875
922,3.01171875,-3.685546875
923,3.810546875,-4.59375
924,3.810546875,-4.59375
925,3.806640625,-4.58984375
926,3.810546875,-4.59375
927,3.794921875,-4.578125
928,3.794921875,-4.578125
929,3.8046875,-4.58984375
930,3.810546875,-4.59375
931,3.8046875,-4.58984375
932,3.794921875,-4.58203125
933,3.17578125,-3.880859375
934,3.810546875,-4.59375
935,3.755859375,-4.53515625
936,3.80078125,-4.58984375
937,-2.44140625,3.025390625
938,3.81640625,-4.59375
939,2.451171875,-3.0
940,3.810546875,-4.59375
941,-2.44140625,3.025390625
942,3.357421875,-4.08984375
943,3.76953125,-4.55078125
944,3.591796875,-4.359375
945,-2.443359375,3.025390625
946,3.798828125,-4.58203125
947,-2.44140625,3.025390625
948,3.810546875,-4.59375
949,-2.443359375,3.025390625
950,3.7578125,-4.54296875
951,3.8046875,-4.58984375
952,3.8046875,-4.58984375
953,3.798828125,-4.578125
954,3.810546875,-4.58984375
955,3.7890625,-4.5703125
956,3.814453125,-4.59375
957,3.74609375,-4.52734375
958,3.2265625,-3.939453125
959,-2.44140625,3.025390625
960,3.27734375,-3.99609375
961,3.806640625,-4.58984375
962,3.80859375,-4.58984375
